Phase;Apoapsis (m);Periapsis (m);DeltaV (m/s);Altitude (m);Vitesse Verticale (m/s);Vitesse Horizontale (m/s);Situation
Sol;95.4;-596412;4430;23.5;0.00362;0.00001;Landed
